"person","age","networthb","time","industry"
"Alexander Ponomarenko",49,2.3,2014,"port"
"Alexander Skorobogatko",46,2.3,2014,"port"
"Raj Kumar & Kishin RK",60,2.3,2015,"real estate"
"Richard Peery",76,2.3,2015,"real estate"
"Fong Yun Wah",90,2.3,2015,"real estate"
"Cai Kui",51,2.3,2014,"real estate"
"John Whittaker",72,2.3,2014,"real estate"
"John Arrillaga",77,2.3,2015,"real estate"
"Bahaa Hariri",48,2.3,2015,"real estate, investments, logistics"
"Robert Miller (Canada)",68,2.3,2014,"retail"
"Bernd Freier",58,2.3,2015,"retail"
"Lucio and Susan Co",60,2.3,2015,"retailing"
"Maja Oeri",60,2.3,2015,"Roche Holding"
"Mario Moretti Polegato",61,2.3,2014,"shoes"
"Xue Xiangdong & family",55,2.3,2014,"software"
"Victor Fung",68,2.3,2014,"trading company"
"Johnelle Hunt",83,2.3,2015,"trucking"
"Wang Changtian",49,2.3,2015,"TV, movie production"
"Louis Le Duff",68,2.2,2015,"bakeries"
"Filiz Sahenk",48,2.2,2015,"bank, media"
"Moise Safra",79,2.2,2014,"banking"
"Tatiana Casiraghi",31,2.2,2015,"beer"
"Julio Mario Santo Domingo, III.",29,2.2,2015,"beer"
"Ted Turner",76,2.2,2015,"cable television"
"Ted Turner",75,2.2,2014,"cable television"
"John Farber",89,2.2,2015,"chemicals"
"Anita Zucker",63,2.2,2015,"chemicals"
"Hans Melchers",76,2.2,2015,"chemicals, investments"
"Josephine Louis",84,2.2,2015,"cleaning products"
"Herbert Louis",86,2.2,2015,"cleaning products"
"Tor Peterson",49,2.2,2014,"commodities"
"Lee Boo-Jin",44,2.2,2015,"computer services/tourism"
"Erman Ilicak",47,2.2,2015,"construction"
"Rafael Del Pino y Calvo-Sotelo",56,2.2,2015,"construction"
"Regina de Camargo Pires Oliveira Dias",60,2.2,2014,"construction"
"Renata de Camargo Nascimento",63,2.2,2014,"construction"
"Rossana Camargo de Arruda Botelho",64,2.2,2014,"construction"
"Suna Kirac",73,2.2,2015,"diversified"
"Semahat Sevim Arsel",85,2.2,2014,"diversified"
"Peter Thiel",47,2.2,2015,"Facebook"
"Peter Thiel",46,2.2,2014,"Facebook"
"Mark Coombs",53,2.2,2014,"finance"
"Chu Lam Yiu",45,2.2,2015,"flavorings"
"Lee Jay-Hyun",54,2.2,2015,"food products/entertainment"
"Manuel Lao Hernandez",70,2.2,2015,"gambling"
"Manuel Lao Hernandez",69,2.2,2014,"gambling"
"Bernardo Caprotti",89,2.2,2015,"grocery stores"
"Martin Naughton",74,2.2,2014,"heating equipment"
"Larry Robbins",45,2.2,2015,"hedge funds"
"Andreas Halvorsen",52,2.2,2014,"hedge funds"
"Daniel Loeb",52,2.2,2014,"hedge funds"
"Bill Marriott, Jr.",81,2.2,2014,"hotels"
"John Pritzker",62,2.2,2015,"hotels, investments"
"Daniel Pritzker",56,2.2,2015,"hotels, investments"
"Helena Revoredo",68,2.2,2015,"insurance"
"Joe Mansueto",58,2.2,2015,"investment research"
"Joe Mansueto",57,2.2,2014,"investment research"
"C. Dean Metropoulos",68,2.2,2015,"investments"
"Chip Wilson",58,2.2,2015,"Lululemon"
"Chip Wilson",57,2.2,2014,"Lululemon"
"Peter Spuhler",55,2.2,2015,"manufacturing"
"Clemens Toennies",58,2.2,2015,"Meat Processing"
"Kalanithi Maran",48,2.2,2014,"media"
"Pat Stryker",58,2.2,2015,"medical equipment"
"Patrice Motsepe",53,2.2,2015,"mining"
"Andrew Forrest",53,2.2,2015,"mining"
"Bulat Utemuratov",56,2.2,2014,"mining, banking, hotels"
"Alexander Machkevich",61,2.2,2015,"mining, metals"
"Alijan Ibragimov",61,2.2,2015,"mining, metals"
"Fayez Sarofim",86,2.2,2015,"money management"
"Stephen Bisciotti",53,2.2,2014,"outsourcing, football"
"Michael Jaharis",86,2.2,2015,"pharmaceuticals"
"Jiang Rensheng & family",60,2.2,2014,"pharmaceuticals"
"Hoang Kieu",70,2.2,2015,"pharmaceuticals"
"Jean Coutu",86,2.2,2014,"pharmacies"
"Edgar de Picciotto",85,2.2,2015,"private banking"
"James Coulter",55,2.2,2015,"private equity"
"Richard Peery",75,2.2,2014,"real estate"
"Chandru Raheja",74,2.2,2015,"real estate"
"Mitchell Goldhar",53,2.2,2015,"real estate"
"Nadhmi Auchi",76,2.2,2014,"real estate"
"Bahaa Hariri",47,2.2,2014,"real estate, investments, logistics"
"Giuseppe De'Longhi",74,2.2,2014,"retail"
"Michel Chalhoub",83,2.2,2015,"retail"
"Naruatsu Baba",36,2.2,2014,"smartphone game maker"
"Gil Shwed",47,2.2,2015,"software"
"Romesh T. Wadhwani",66,2.2,2014,"software"
"William Fung",66,2.2,2015,"sourcing"
"Fu Liquan",47,2.2,2015,"surveillance equipment"
"Martin Haefner",60,2.2,2014,"technology, investments"
"Victor Fung",69,2.2,2015,"trading company"
"Lindsay Fox",76,2.2,2014,"transport"
"John de Mol",58,2.2,2014,"TV"
"Jack Dorsey",37,2.2,2014,"Twitter"
"Douglas Leone",57,2.2,2015,"venture capital"
"Drayton McLane, Jr.",78,2.2,2015,"Wal-Mart, logistics"
"Liu Zhongtian & family",50,2.1,2014,"aluminum products"
"Esther Grether",79,2.1,2015,"art collection, Swatch"
"Dinara Kulibaeva",47,2.1,2015,"banking"
"Gerald Ford",70,2.1,2015,"banking"
"Gerald J. Ford",69,2.1,2014,"banking"
"Sulaiman Al Rajhi",87,2.1,2015,"banking"
"Timur Kulibaev",48,2.1,2015,"banking"
"Ihor Kolomoyskyy",51,2.1,2014,"banking, investments"
"Ferit Faik Sahenk",50,2.1,2014,"banking, media"
"Fernando Roberto Moreira Salles",68,2.1,2015,"banking, minerals"
"Joao Moreira Salles",53,2.1,2015,"banking, minerals"
"Walther Moreira Salles Junior",58,2.1,2015,"banking, minerals"
"Pedro Moreira Salles",55,2.1,2015,"banking, minerals"
"Richard Schulze",73,2.1,2014,"Best Buy"
"Jose and Francisco Jose Calderon Rojas",60,2.1,2015,"beverages"
"Sandro Veronesi",54,2.1,2014,"Calzedonia"
"Francesco Gaetano Caltagirone",71,2.1,2015,"cement, diversified"
"Lee Seo-Hyun",41,2.1,2015,"computer services/tourism"
"David Penaloza Sandoval",67,2.1,2014,"construction"
"Alicia Koplowitz",59,2.1,2014,"construction, investments"
"Feng Hailiang",54,2.1,2015,"copper processing, real estate"
"Antonio Luiz Seabra",71,2.1,2014,"cosmetics"
"Sylvia Stroher",58,2.1,2014,"cosmetics"
"Liang Xinjun",47,2.1,2015,"diversified"
"Mustafa Rahmi Koc",83,2.1,2014,"diversified"
"Farhad Moshiri",59,2.1,2015,"diversified"
"Sukanto Tanoto",64,2.1,2014,"diversified"
"Russ Weiner",45,2.1,2015,"energy drinks"
"Xiao Wenge",48,2.1,2015,"entertainment"
"Julio Ponce",69,2.1,2015,"fertilizer"
"Marc Ladreit de Lacharriere",74,2.1,2015,"finance"
"Carlos Rodriguez-Pastor",55,2.1,2015,"finance"
"David Hains",83,2.1,2014,"finance"
"Ennio Doris",74,2.1,2015,"financial services"
"Thomas Bruch",63,2.1,2014,"food retailing"
"Wei Ing-Chou",62,2.1,2015,"food, beverages"
"Sam Goi",66,2.1,2015,"frozen foods"
"Igor Makarov",51,2.1,2014,"gas"
"Igor Makarov",52,2.1,2015,"gas"
"Gordon Getty",81,2.1,2015,"Getty Oil"
"Chase Coleman, III.",39,2.1,2015,"hedge fund"
"Stephen Mandel, Jr.",58,2.1,2014,"hedge funds"
"Noam Gottesman",53,2.1,2015,"hedge funds"
"Susan Hirt Hagen",79,2.1,2015,"insurance"
"Helena Revoredo",67,2.1,2014,"insurance"
"Zhou Hongyi",43,2.1,2014,"internet"
"Rakesh Jhunjhunwala",54,2.1,2015,"investments"
"Charles Bronfman",82,2.1,2014,"liquor"
"Wim Van Der Leegte",67,2.1,2015,"manufacturing"
"John Brown",80,2.1,2015,"medical equipment"
"Aristotelis Mistakidis",53,2.1,2015,"mining, commodities"
"Daniel Mate",51,2.1,2015,"mining, commodities"
"Ron Baron",71,2.1,2015,"money management"
"Reinfried Pohl",85,2.1,2014,"mutual funds"
"James France",70,2.1,2015,"Nascar, racing"
"Rodney Lewis",61,2.1,2015,"natural gas"
"N. Murray Edwards",54,2.1,2014,"oil & gas"
"Alexander Dzhaparidze",58,2.1,2014,"oil services"
"Jean Claude Gandur",66,2.1,2015,"oil trading, exploration"
"Lee Bass",57,2.1,2014,"oil, investments"
"Edward Bass",69,2.1,2014,"oil, investments"
"Alexander Knaster",55,2.1,2014,"oil, telecom, banking"
"Tom Golisano",72,2.1,2014,"payroll services"
"Habil Khorakiwala",72,2.1,2015,"pharmaceuticals"
"Michael Jaharis",85,2.1,2014,"pharmaceuticals"
"Sun Piaoyang",56,2.1,2015,"pharmaceuticals"
"Stephen Saad",50,2.1,2015,"pharmaceuticals"
"Alec Gores",61,2.1,2015,"private equity"
"Bruce Karsh",59,2.1,2015,"private equity"
"Howard Marks",68,2.1,2015,"private equity"
"James Coulter",54,2.1,2014,"private equity"
"Jonathan Nelson",58,2.1,2015,"private equity"
"Raj Kumar & Kishin RK",59,2.1,2014,"real estate"
"Vincent Lo",65,2.1,2014,"real estate"
"Zhang Li",61,2.1,2014,"real estate"
"Christos Lazari",68,2.1,2015,"real estate"
"Cai Kui",52,2.1,2015,"real estate"
"Shen Guojun",52,2.1,2015,"retail"
"B. Wayne Hughes",80,2.1,2014,"self storage"
"Helmut Sohmen",75,2.1,2015,"shipping"
"S. Daniel Abraham",90,2.1,2015,"Slim-Fast"
"N.R. Narayana Murthy",68,2.1,2015,"software services"
"Zhu Gongshan",56,2.1,2014,"solar panel materials"
"Howard Schultz",60,2.1,2014,"Starbucks"
"Li Liufa",57,2.1,2015,"steel, diversified"
"Brad Kelley",58,2.1,2015,"tobacco"
"Johnelle Hunt",82,2.1,2014,"trucking"
"Jim Breyer",53,2.1,2015,"venture capital"
"Jerry Yang",45,2.1,2014,"Yahoo"
"Herbert Simon",79,2.05,2014,"real estate"
"Shao Genhuo",49,2,2015,"agribusiness"
"Cai Dongqing",44,2,2014,"animation"
"Pierre Chen",57,2,2015,"art, electronics"
"Carlos Hank Rhon & family",66,2,2014,"banking"
"Benjamin de Rothschild",50,2,2014,"banking"
"Roustam Tariko",52,2,2014,"banking"
"Dmitry Ananyev",45,2,2014,"banking, IT, real estate"
"Alexei Ananyev",49,2,2014,"banking, IT, real estate"
"Jose and Francisco Jose Calderon Rojas",59,2,2014,"beverages"
"Chanchai Ruayrungruang",60,2,2014,"beverages"
"Dean White",90,2,2014,"billboards, hotels"
"Thomas Siebel",61,2,2014,"business software"
"Bennett Dorrance",68,2,2014,"Campbell Soup"
"Lawrence Ho",38,2,2015,"casinos"
"Elaine Wynn",71,2,2015,"casinos, hotels"
"Phillip Ruffin",79,2,2015,"casinos, real estate"
"John Farber",88,2,2014,"chemicals"
"Guy Laliberte",54,2,2014,"Cirque du Soleil"
"Jorge Perez",64,2,2014,"condos"
"Lee Joong-Keun",74,2,2015,"construction"
"Florentino Perez",67,2,2014,"construction"
"Florentino Perez",67,2,2015,"construction"
"Regina de Camargo Pires Oliveira Dias",61,2,2015,"construction"
"Renata de Camargo Nascimento",64,2,2015,"construction"
"Rossana Camargo de Arruda Botelho",65,2,2015,"construction"
"Stanley Hubbard",81,2,2015,"DirecTV"
"Stewart Rahr",69,2,2015,"drug distribution"
"Erwin Franz Mueller",81,2,2014,"drug stores"
"Meg Whitman",58,2,2015,"Ebay"
"Meg Whitman",57,2,2014,"Ebay"
"Sunny Varkey",57,2,2015,"education"
"Robert McNair",77,2,2014,"energy, sports"
"Jim Breyer",52,2,2014,"Facebook"
"Sandro Veronesi",55,2,2015,"fashion retailer"
"Vyacheslav Kantor",60,2,2014,"fertilizer, real estate"
"Tsai Hong-tu",61,2,2014,"finance"
"David Hains",84,2,2015,"finance"
"Dermot Desmond",63,2,2014,"finance"
"Wei Yin-Chun",58,2,2015,"food, beverages"
"Wei Ying-Chiao",60,2,2015,"food, beverages"
"Wei Yin-Heng",56,2,2015,"food, beverages"
"Sam Goi",65,2,2014,"frozen foods"
"Ronald Wanek",73,2,2015,"Furniture"
"Robert Fisher",60,2,2014,"Gap"
"Robert Fisher",61,2,2015,"Gap"
"William Fisher",57,2,2015,"Gap"
"William Fisher",56,2,2014,"Gap"
"Gordon Getty",80,2,2014,"Getty Oil"
"Forrest Preston",81,2,2015,"health care"
"Noam Gottesman",52,2,2014,"hedge funds"
"James Dinan",54,2,2014,"hedge funds"
"Glenn Dubin",57,2,2015,"hedge funds"
"Nicolas Puech",72,2,2015,"Hermes"
"Nicolas Puech",71,2,2014,"Hermes"
"John Pritzker",61,2,2014,"hotels, investments"
"Daniel Pritzker",55,2,2014,"hotels, investments"
"Michal Solowow",52,2,2015,"investments"
"Nicolas Berggruen",52,2,2014,"investments"
"Carl Bennet",62,2,2014,"investments"
"Peter Lim",61,2,2015,"investments"
"Shin Chang-Jae",60,2,2014,"Kyobo Life Insurance"
"Thomas Lee",70,2,2015,"leveraged buyouts"
"Bachtiar Karim",57,2,2014,"manufacturing"
"Bachtiar Karim",58,2,2015,"manufacturing"
"Catherine Lozick",69,2,2014,"manufacturing"
"Sun Weijie",50,2,2014,"manufacturing"
"Jon Stryker",56,2,2015,"medical equipment"
"Andrei Kozitsyn",54,2,2015,"metals"
"Vasily Anisimov",63,2,2015,"metals, real estate"
"Patokh Chodiev",62,2,2015,"mining, metals"
"Yasumitsu Shigeta",50,2,2015,"mobile telecom"
"Ron Baron",70,2,2014,"money management"
"Liang Yunchao",46,2,2015,"nutrition supplements"
"Folorunsho Alakija",64,2,2015,"oil"
"Vladimir Bogdanov",63,2,2015,"oil"
"Torbjorn Tornqvist",61,2,2015,"oil trading"
"Lee Bass",58,2,2015,"oil, investments"
"Edward Bass",70,2,2015,"oil, investments"
"Sit Kwong Lam",46,2,2014,"oil, transportation"
"Kwon Hyuk-Bin",42,2,2015,"online games"
"Heloise Waislitz",51,2,2014,"packaging"
"Fiona Geminder",50,2,2015,"packaging"
"Fiona Geminder",49,2,2014,"packaging"
"Clayton Mathile",73,2,2014,"pet food"
"Ajay Piramal",59,2,2015,"pharmaceuticals"
"Lam Kong",50,2,2015,"pharmaceuticals"
"Tse Ping",63,2,2015,"pharmaceuticals"
"Liu Baolin",61,2,2015,"pharmacies, drug distribution"
"Alec Gores",61,2,2014,"private equity"
"Bruce Karsh",58,2,2014,"private equity"
"Howard Marks",67,2,2014,"private equity"
"Hans Georg Naeder",53,2,2015,"prosthetics"
"Sun Xishuang",61,2,2015,"real estate"
"Wang Wenxue",46,2,2014,"real estate"
"Chanchai Ruayrungruang",61,2,2015,"real estate"
"Carlo Fidani",59,2,2014,"real estate"
"Or Wai Sheun",62,2,2014,"real estate"
"Or Wai Sheun",63,2,2015,"real estate"
"Li Sze Lim",57,2,2014,"real estate"
"Manuel Jove",73,2,2015,"real estate"
"George Argyros",78,2,2015,"real estate, investments"
"Georg von Opel",48,2,2015,"real estate/investments"
"Georg von Opel",47,2,2014,"real estate/investments"
"Shen Guojun",51,2,2014,"retail"
"Belmiro de Azevedo",76,2,2015,"retail"
"Mohamed Al Fayed",86,2,2015,"retail, investments"
"Arne Wilhelmsen & family",83,2,2014,"Royal Caribbean"
"Carlos Ardila Lulle",84,2,2015,"soft drinks, diversified"
"Dmitry Pumpyansky",49,2,2014,"steel pipes"
"Brad Kelley",57,2,2014,"tobacco"
"Drayton McLane, Jr.",77,2,2014,"Wal-Mart, logistics"
"Jerry Yang",46,2,2015,"Yahoo"
"Alex Beard",46,1.95,2014,"Glencore International"
"Shin Dong-Bin",59,1.95,2014,"Lotte"
"Wu Yiling & family",64,1.95,2014,"pharmaceuticals"
"Nevaldo Rocha & family",84,1.95,2014,"retail"
"Henry Samueli",59,1.95,2014,"semiconductors"
"S. Daniel Abraham",89,1.95,2014,"Slim-Fast"
"Vadim Moshkovich",47,1.9,2015,"agriculture, land"
"Brian Chesky",33,1.9,2015,"Airbnb"
"Joe Gebbia",33,1.9,2015,"Airbnb"
"Nathan Blecharczyk",31,1.9,2015,"Airbnb"
"Eduardo Eurnekian",82,1.9,2015,"airports, investments"
"Eduardo Eurnekian",81,1.9,2014,"airports, investments"
"Daniel Roullier",78,1.9,2015,"animal feed"
"Daniel Roullier & family",77,1.9,2014,"animal feed"
"David Nahmad",67,1.9,2015,"art"
"Norman Braman",82,1.9,2015,"art, car dealerships"
"Norman Braman",81,1.9,2014,"art, car dealerships"
"Jurgen Blickle",68,1.9,2015,"auto parts"
"Alvaro Saieh Bendeck",64,1.9,2014,"banking"
"Sulaiman Al Rajhi & family",94,1.9,2014,"banking"
"Lev Kvetnoi",48,1.9,2014,"cement, airport"
"Ruan Shuilong",79,1.9,2015,"chemicals"
"Hans Melchers",75,1.9,2014,"chemicals, investments"
"Guy Laliberte",55,1.9,2015,"Cirque du Soleil"
"Christopher Cline",57,1.9,2015,"coal"
"Tor Peterson",50,1.9,2015,"commodities"
"Mikhail Balakin",52,1.9,2014,"construction"
"Madeleine Olsson Ericksson",70,1.9,2015,"diversified"
"Miloud Chaabi",85,1.9,2014,"diversified"
"Theodore Rachmat",71,1.9,2015,"diversified"
"Song Zuowen",66,1.9,2014,"diversified"
"Ian Wood & family",71,1.9,2014,"energy services"
"Wolfgang Leitner",60,1.9,2014,"engineering"
"Fu Meicheng & family",56,1.9,2014,"entertainment"
"Mark Walter",54,1.9,2015,"finance"
"Mark Coombs",54,1.9,2015,"finance"
"Wei Ing-Chou",61,1.9,2014,"food, beverages"
"Wei Yin-Chun",57,1.9,2014,"food, beverages"
"Wei Ying-Chiao",59,1.9,2014,"food, beverages"
"Wei Yin-Heng",55,1.9,2014,"food, beverages"
"Neal Patterson",65,1.9,2015,"health IT"
"John Kapoor",70,1.9,2014,"healthcare"
"Paul Singer",70,1.9,2015,"hedge funds"
"Marc Lasry",54,1.9,2015,"hedge funds"
"David Einhorn",46,1.9,2015,"hedge funds"
"Dulce Pugliese de Godoy Bueno",66,1.9,2014,"hospitals, health care"
"Mo Tianquan",50,1.9,2014,"internet information provider"
"Michael Hintze",61,1.9,2015,"investment"
"Jonathan Gray",45,1.9,2015,"investments"
"Juan Abello",73,1.9,2015,"investments"
"Nelson Peltz",72,1.9,2015,"investments"
"Lirio Parisotto",60,1.9,2014,"investments"
"Hamilton James",63,1.9,2015,"investments"
"David Gottesman",87,1.9,2014,"investments"
"Joseph Grendys",53,1.9,2015,"Meat Processing"
"Subhash Chandra",63,1.9,2014,"media"
"Amy Wyss",44,1.9,2015,"medical devices"
"Wu Guangming",53,1.9,2015,"medical equipment"
"Pat Stryker",57,1.9,2014,"medical equipment"
"Andrei Kozitsyn",53,1.9,2014,"metals"
"Fayez Sarofim",85,1.9,2014,"money management"
"Gary Burrell",77,1.9,2015,"navigation equipment"
"Tom Benson",87,1.9,2015,"New Orleans Saints"
"Clayton Riddell",77,1.9,2015,"oil & gas"
"Sid Bass",71,1.9,2014,"oil, investments"
"Heloise Waislitz",52,1.9,2015,"packaging"
"Tseng Shin-Yi",86,1.9,2014,"petrochemicals"
"Bernard Fraisse",58,1.9,2015,"pharmaceuticals"
"Che Fengsheng",52,1.9,2015,"pharmaceuticals"
"Murali Divi",63,1.9,2015,"pharmaceuticals"
"Robert Duggan",69,1.9,2014,"pharmaceuticals"
"Jonathan Harmsworth",46,1.9,2014,"publishing"
"Donald Sterling",78,1.9,2014,"real estate"
"Chandru Raheja",73,1.9,2014,"real estate"
"Carlo Fidani",60,1.9,2015,"real estate"
"Aras Agalarov",59,1.9,2015,"real estate"
"John Arrillaga",76,1.9,2014,"real estate"
"King Pak Fu",45,1.9,2015,"real estate"
"Friedrich Knapp",63,1.9,2015,"retail"
"Lin Tianfu",52,1.9,2015,"retail"
"Michael Klein",63,1.9,2014,"retail"
"Mohamed Al Fayed",85,1.9,2014,"retail, investments"
"Kjell Inge Rokke",56,1.9,2015,"shipping, seafood"
"Mario Moretti Polegato",62,1.9,2015,"shoes"
"Scott Cook",62,1.9,2015,"software"
"Senapathy Gopalakrishnan",59,1.9,2015,"software services"
"Andrei Klyamko",52,1.9,2014,"steel"
"Ronald Southern",83,1.9,2014,"structures, utilities"
"Rubens Ometto Silveira Mello",64,1.9,2014,"sugar, ethanol"
"Richard Li",47,1.9,2014,"telecoms"
"Manuel Moroun",87,1.9,2015,"transportation"
"Bill Haslam",56,1.9,2015,"truck stops"
"Kavitark Ram Shriram",58,1.9,2015,"venture capital, Google"
"Bob Parsons",63,1.9,2014,"web hosting"
"Li Shufu",50,1.85,2014,"automobiles"
"Theodore Rachmat",70,1.85,2014,"diversified"
"Tahir",61,1.85,2014,"diversified"
"Suna Kirac",72,1.85,2014,"diversified"
"Stewart Rahr",68,1.85,2014,"drug distribution"
"Marc Ladreit de Lacharriere",73,1.85,2014,"finance"
"Li Zhongchu",50,1.85,2014,"information technology"
"Rahul Bajaj",75,1.85,2014,"motorcycles"
"Ajay Kalsi",53,1.85,2014,"oil and gas"
"Ayman Asfari",55,1.85,2014,"oil services"
"Sun Piaoyang",55,1.85,2014,"pharmaceuticals"
"Mitchell Goldhar",52,1.85,2014,"real estate"
"Diego Della Valle",60,1.85,2014,"retail"
"Hans-Werner Hector",74,1.85,2014,"SAP"
"Kavitark Ram Shriram",57,1.85,2014,"venture capital, Google"
"Elisabeth Badinter & family",70,1.8,2014,"advertising"
"Yuri Shefler",47,1.8,2015,"alcohol"
"Cai Dongqing",45,1.8,2015,"animation"
"Peter Unger",70,1.8,2015,"auto repair"
"Filiz Sahenk",47,1.8,2014,"bank, media"
"Dinara Kulibaeva",46,1.8,2014,"banking"
"Nikolai Tsvetkov",53,1.8,2014,"banking"
"Jaime Botin",77,1.8,2014,"banking"
"Roberto Hernandez Ramirez",72,1.8,2015,"banking"
"Roberto Hernandez Ramirez",71,1.8,2014,"banking"
"Timur Kulibaev",47,1.8,2014,"banking"
"Richard Yuengling, Jr.",71,1.8,2015,"beer"
"Thomas Secunda",60,1.8,2015,"Bloomberg LP"
"Gary Magness",60,1.8,2014,"cable, investments"
"David Chow",64,1.8,2014,"casinos"
"James Ratcliffe",62,1.8,2015,"chemicals"
"Kenneth Feld",66,1.8,2015,"circus, live entertainment"
"Kenneth Feld & family",65,1.8,2014,"circus, live entertainment"
"Richard Elman",75,1.8,2015,"commodities"
"H. Ross Perot, Jr.",56,1.8,2015,"computer services, real estate"
"H. Ross Perot, Jr.",55,1.8,2014,"computer services, real estate"
"Ali Ibrahim Agaoglu",61,1.8,2015,"construction"
"Zhu Xingliang",54,1.8,2014,"construction"
"Ravi Pillai",60,1.8,2014,"construction"
"Onsi Sawiris",85,1.8,2015,"construction, telecom"
"Rishad Naoroji",62,1.8,2014,"consumer goods"
"Sylvia Stroher",59,1.8,2015,"cosmetics"
"Bruce Nordstrom",81,1.8,2015,"department stores"
"Nirav Modi",44,1.8,2015,"diamond jewelry"
"Yasseen Mansour",52,1.8,2014,"diversified"
"Tahir",62,1.8,2015,"diversified"
"Sukanto Tanoto",65,1.8,2015,"diversified"
"Liu Baolin",60,1.8,2014,"drug distribution"
"Brandt Louie",71,1.8,2015,"drug store chain"
"Polys Haji-Ioannou",55,1.8,2014,"EasyJet"
"Sunny Varkey",56,1.8,2014,"education"
"Lin Xiucheng",59,1.8,2015,"electronics"
"Yuri Milner",52,1.8,2014,"Facebook"
"Carlos Rodriguez-Pastor",54,1.8,2014,"finance"
"Dermot Desmond",64,1.8,2015,"finance"
"Stephen Lansdown",62,1.8,2015,"financial services"
"Chu Lam Yiu",44,1.8,2014,"flavorings"
"Jeffrey Lorberbaum",60,1.8,2015,"flooring"
"Ronald Wanek",72,1.8,2014,"Furniture"
"Eric Lefkofsky",44,1.8,2014,"Groupon"
"Neal Patterson",64,1.8,2014,"health IT"
"Glenn Dubin",56,1.8,2014,"hedge funds"
"Arthur Blank",71,1.8,2014,"Home Depot"
"Bill Adderley",67,1.8,2015,"home furnishings"
"Jorge Moll Filho",70,1.8,2015,"hospitals"
"Jennifer Pritzker",63,1.8,2015,"hotels, investments"
"Jennifer Pritzker",62,1.8,2014,"hotels, investments"
"Linda Pritzker",60,1.8,2014,"hotels, investments"
"Linda Pritzker",61,1.8,2015,"hotels, investments"
"James Irsay",55,1.8,2015,"Indianapolis Colts"
"Susan Hirt Hagen",77,1.8,2014,"insurance"
"Chen Jinxia",45,1.8,2014,"investments"
"David Gottesman",88,1.8,2015,"investments"
"Peter Peterson",88,1.8,2015,"investments"
"Catherine Lozick",70,1.8,2015,"manufacturing"
"Wu Guangming & family",52,1.8,2014,"medical equipment"
"Lutz Mario Helmig",68,1.8,2015,"medical facilities"
"Lutz Mario Helmig",67,1.8,2014,"medical facilities"
"Vladimir Kim",54,1.8,2015,"mining"
"Anil Agarwal",61,1.8,2015,"mining, metals"
"Alexander Frolov",50,1.8,2015,"mining, steel"
"Anne Gittinger",79,1.8,2015,"Nordstrom department stores"
"N. Murray Edwards",55,1.8,2015,"oil & gas"
"Lim Oon Kuin",70,1.8,2014,"oil trading"
"Shen Ya",44,1.8,2015,"online apparel retail"
"Kim Jung-Ju",47,1.8,2015,"online games"
"Li Shuirong",58,1.8,2015,"petrochemicals"
"Cao Longxiang",57,1.8,2015,"pharmaceuticals"
"Che Fengsheng",51,1.8,2014,"pharmaceuticals"
"Luigi Rovati",86,1.8,2015,"pharmaceuticals"
"Yusuf Hamied",78,1.8,2015,"pharmaceuticals"
"Robert Coyiuto, Jr.",62,1.8,2015,"power"
"Glen Taylor",72,1.8,2014,"printing"
"Jonathan Nelson",57,1.8,2014,"private equity"
"Stanley Perron",91,1.8,2014,"property, retail"
"Radovan Vitek",43,1.8,2015,"real estate"
"Zhang Li",62,1.8,2015,"real estate"
"David Walentas",76,1.8,2015,"real estate"
"Chao Teng-Hsiung",70,1.8,2014,"real estate"
"Ciputra",83,1.8,2015,"real estate"
"Aras Agalarov",58,1.8,2014,"real estate"
"Li Sze Lim",58,1.8,2015,"real estate"
"Billy Joe (Red) McCombs",87,1.8,2015,"real estate, oil, cars"
"Takao Yasuda",65,1.8,2015,"retail"
"Alexandre Soares dos Santos",80,1.8,2015,"retail"
"M.A. Yusuff Ali",58,1.8,2014,"retail"
"Irwin Jacobs",80,1.8,2014,"semiconductors"
"Zhang Zhirong",45,1.8,2014,"shipbuilding"
"Diego Della Valle",61,1.8,2015,"shoes"
"Gil Shwed",46,1.8,2014,"software"
"Marius Nacht",49,1.8,2015,"software"
"Nandan Nilekani",59,1.8,2015,"software services"
"Fang Wei",41,1.8,2015,"steel"
"Wang Qingtao",53,1.8,2015,"steel smelting"
"Robert Pera",36,1.8,2015,"technology"
"Craig McCaw",65,1.8,2015,"telecom"
"Craig McCaw",64,1.8,2014,"telecom"
"Tiong Hiew King",78,1.8,2014,"timber/media"
"Chang Yung Fa",87,1.8,2015,"transportation"
"John de Mol",59,1.8,2015,"TV"
"Bob Parsons",64,1.8,2015,"web hosting"
"David Nahmad",66,1.75,2014,"art"
"Murdaya Poo",73,1.75,2014,"diversified"
"Gerald Schwartz",72,1.75,2014,"finance"
"Bill Adderley & family",66,1.75,2014,"home furnishings"
"Prasert Prasarttong-Osoth",80,1.75,2014,"hospitals"
"Jayme Garfinkel & family",67,1.75,2014,"insurance"
"Michael Hintze",60,1.75,2014,"investment"
"Shin Dong-Joo",60,1.75,2014,"Lotte"
"John Brown",79,1.75,2014,"medical equipment"
"Alain Bouchard",64,1.75,2014,"retail"
"Elisabeth Badinter",71,1.7,2015,"advertising"
"Shao Genhuo",48,1.7,2014,"agribusiness"
"Anton Kathrein, Jr.",30,1.7,2015,"antennas"
"Zhou Chengjian",49,1.7,2015,"apparel retail"
